Salary_ID,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
99,"69442,0","6732,45","5490,01",13
100,"66572,0","7000,21","3137,75",12
101,"58571,12","350,88","0,0",12
102,"56922,26","6156,95","0,0",13
103,"59376,01","2171,54","0,0",13
104,"58877,73","5992,54","0,0",13
105,"58877,73","518,79","0,0",13
106,"59003,23","802,16","0,0",13
107,"59003,22","505,68","0,0",13
108,"59591,71","1688,45","0,0",13
109,"69805,57","5951,34","0,0",N17
110,"52918,82","5780,52","0,0",12
111,"64829,58","6895,97","0,0",N18
112,"48575,68","240,87","0,0",13
113,"166140,03","0,0","0,0",M2
114,"85714,43","0,0","0,0",22
115,"99335,07","1540,34","0,0",22
116,"94334,25","0,0","0,0",N25
117,"65480,48","377,81","0,0",22
118,"75500,0","0,0","0,0",18
119,"77452,15","0,0","0,0",18
120,"98349,0","0,0","0,0",22
121,"64633,0","0,0","0,0",16
122,"54583,0","0,0","0,0",18
123,"61240,0","6686,59","987,51",10
124,"61240,0","1211,31","0,0",10
125,"61240,0","6048,36","0,0",10
126,"82146,33","18658,36","0,0",N18
127,"75621,0","285,84","3569,81",15
128,"75621,0","7168,3","3572,82",15
129,"75621,0","1554,96","3572,57",15
130,"98228,0","0,0","0,0",21
131,"55148,0","1472,55","0,0",12
132,"49230,0","2655,45","0,0",12
133,"87927,0","0,0","0,0",N20
134,"72463,0","1182,12","5733,72",14
135,"70452,45","0,0","0,0",N18
136,"47447,91","1302,22","0,0",12
137,"58240,0","536,86","0,0",14
138,"24047,66","6,3","0,0",12
139,"94202,6","230,05","0,0",N21
140,"22627,17","932,95","0,0",12
141,"21862,0","37,55","0,0",12
142,"98228,0","0,0","0,0",N21
143,"72463,0","137,53","3420,64",14
144,"66846,74","10,71","0,0",14
145,"70660,89","0,0","0,0",N18
146,"45974,72","1141,78","0,0",12
147,"44754,69","697,57","0,0",12
148,"24779,56","226,32","0,0",12
149,"21862,0","863,98","0,0",12
150,"96329,84","1034,41","0,0",N21
151,"85408,73","2287,24","0,0",N18
152,"60695,97","368,05","0,0",14
153,"24779,27","314,28","0,0",12
154,"22627,17","23,52","0,0",12
155,"21862,0","77,33","0,0",12
156,"72463,0","142,59","724,64",14
157,"84810,25","1422,37","0,0",N21
158,"71207,18","391,52","0,0",14
159,"68130,0","88,62","0,0",14
160,"47447,91","28,67","0,0",12
161,"45974,72","1006,4","0,0",12
162,"27031,16","154,9","0,0",12
163,"21862,0","125,44","0,0",12
164,"72463,0","509,8","1177,55",14
165,"90375,06","0,0","0,0",N21
166,"72463,0","533,47","0,0",14
167,"45974,73","102,8","0,0",12
168,"45974,72","180,84","0,0",12
169,"62781,94","1056,16","0,0",14
170,"68473,51","0,0","0,0",N18
171,"21862,0","0,0","0,0",12
172,"236000,0","0,0","0,0",EX1
173,"48889,66","831,9","0,0",12
174,"82784,33","496,18","0,0",18
175,"133087,1","717,7","0,0",N28
176,"82780,38","436,44","0,0",18
177,"86103,0","32,94","6836,38",18
178,"134500,0","0,0","5747,8",N28
179,"85209,83","241,8","0,0",N21
180,"86103,0","471,76","0,0",18
181,"40625,8","0,0","0,0",N16
182,"72463,0","361,58","3420,79",14
183,"53257,6","311,09","578,05",12
184,"72463,0","24,33","1006,37",14
185,"87532,44","2319,31","0,0",N21
186,"62607,65","1290,64","0,0",14
187,"43419,99","508,38","0,0",12
188,"57701,64","1427,09","0,0",N18
189,"22627,17","8167,94","0,0",12
190,"21862,0","70,32","0,0",12
191,"72463,0","801,89","2204,91",14
192,"33286,0","550,27","1479,28",12
193,"68435,09","1103,48","0,0",N18
194,"62820,34","1249,39","0,0",14
195,"21862,0","473,56","0,0",12
196,"91811,02","263,52","0,0",N21
197,"80239,2","0,0","0,0",N21
198,"72463,0","183,44","3420,8",14
199,"78883,02","131,98","0,0",N18
200,"46144,88","9562,78","0,0",12
201,"46144,88","3653,65","0,0",12
202,"22627,17","56,95","0,0",12
203,"21862,0","268,41","0,0",12
204,"82733,09","962,71","0,0",N18
205,"62820,33","993,74","0,0",14
206,"72559,23","456,28","0,0",N21
207,"47082,11","267,56","0,0",14
208,"52456,06","2287,77","0,0",14
209,"24047,66","486,46","0,0",12
210,"21864,1","74,37","0,0",12
211,"53257,6","113,26","4332,4",12
212,"66083,42","3066,55","0,0",14
213,"75233,41","0,0","0,0",N18
214,"63215,25","5331,03","0,0",14
215,"45974,73","3165,35","0,0",12
216,"60908,64","5422,71","0,0",14
217,"22551,34","2,85","0,0",12
218,"19695,5","0,0","0,0",12
219,"92459,65","1280,88","0,0",N21
220,"86103,0","583,86","3665,73",N18
221,"64631,08","1800,35","0,0",14
222,"65240,88","382,3","0,0",14
223,"43981,51","0,0","0,0",12
224,"44584,41","710,12","0,0",12
225,"22551,34","223,0","0,0",12
226,"21862,0","5,68","0,0",12
227,"21862,0","109,14","0,0",12
228,"152940,0","0,0","0,0",M3
229,"122842,0","0,0","5840,66",26
230,"89948,0","5882,75","4570,73",19
231,"119572,0","0,0","0,0",N26
232,"130167,0","0,0","0,0",N28
233,"110150,27","0,0","0,0",26
234,"133713,0","14078,74","0,0",N28
235,"77646,34","81,16","0,0",N18
236,"95579,45","840,32","0,0",N21
237,"24047,51","311,45","0,0",12
238,"62607,63","865,22","0,0",14
239,"41943,15","359,06","0,0",12
240,"57276,88","156,41","0,0",14
241,"23340,64","58,08","0,0",12
242,"23340,64","178,75","0,0",12
243,"21862,0","69,72","0,0",12
244,"98228,0","244,39","0,0",N21
245,"53257,6","469,12","4607,03",12
246,"66690,45","182,37","0,0",14
247,"43249,87","456,4","0,0",12
248,"24047,93","2,13","0,0",12
249,"53214,65","1094,83","0,0",14
250,"98228,0","0,0","4186,89",N21
251,"86103,0","0,0","0,0",N18
252,"72463,0","308,82","1396,88",14
253,"53257,6","906,11","0,0",12
254,"45974,71","528,85","0,0",12
255,"62607,65","172,78","0,0",14
256,"41943,14","915,57","0,0",12
257,"21862,0","164,05","0,0",12
258,"72463,0","4680,01","0,0",14
259,"79935,19","0,0","0,0",N18
260,"44754,69","1577,22","0,0",12
261,"56537,92","32,59","0,0",14
262,"23340,64","590,03","0,0",12
263,"21862,0","89,69","0,0",12
264,"102682,0","283,71","0,0",22
265,"117424,0","0,0","1761,4",N25
266,"102682,0","0,0","8175,59",22
267,"102682,0","889,83","1668,68",22
268,"102682,0","0,0","0,0",22
269,"48538,62","1145,52","0,0",12
270,"45974,74","254,32","0,0",12
271,"61499,16","287,07","0,0",14
272,"69442,0","1185,86","1067,77",10
273,"61240,0","2901,82","0,0",10
274,"69552,88","5999,05","0,0",15
275,"71087,41","1566,1","0,0",15
276,"52591,03","6526,78","0,0",10
277,"56180,9","1324,7","0,0",15
278,"48974,95","3,54","0,0",15
279,"46257,81","2471,47","0,0",10
280,"75621,0","3009,89","0,0",15
281,"61071,96","1098,57","0,0",15
282,"44906,36","704,72","0,0",10
283,"37793,03","178,84","0,0",10
284,"75621,0","3714,72","0,0",15
285,"57927,14","8064,98","0,0",15
286,"51772,2","1643,79","0,0",15
287,"49333,0","1323,63","0,0",15
288,"61500,0","2947,39","0,0",15
289,"63000,0","1059,6","0,0",15
290,"82436,0","16835,31","0,0",N17
291,"65748,87","2661,07","0,0",12
292,"66572,0","778,28","1081,87",12
293,"66572,0","3137,14","5218,63",12
294,"93986,0","21857,36","0,0",N20
295,"66572,0","5333,48","5338,64",12
296,"66572,0","11928,75","5258,13",12
297,"66572,0","3032,57","1081,87",12
298,"66572,0","1958,96","1081,89",12
299,"56967,55","12764,91","0,0",12
300,"56754,89","1412,09","0,0",13
301,"56493,01","386,9","0,0",12
302,"52641,58","971,42","0,0",12
303,"53833,92","1265,9","0,0",13
304,"49558,54","3150,91","0,0",12
305,"49558,54","2715,92","0,0",12
306,"46681,28","1256,07","0,0",12
307,"43724,0","32,12","0,0",13
308,"65240,88","2650,46","0,0",14
309,"68828,74","1108,43","0,0",14
310,"62607,63","1110,23","0,0",14
311,"68260,78","2291,03","0,0",N18
312,"57288,63","3173,36","0,0",14
313,"24779,79","1015,67","0,0",12
314,"24047,66","269,9","0,0",12
315,"23234,45","513,17","0,0",12
316,"96373,71","444,81","0,0",N21
317,"82050,66","1542,12","0,0",N18
318,"63537,76","917,75","0,0",14
319,"60695,98","273,3","0,0",14
320,"52456,05","1609,94","0,0",14
321,"21862,0","373,11","0,0",12
322,"21862,0","2291,7","0,0",12
323,"21862,0","286,9","0,0",12
324,"21862,0","25,87","0,0",12
325,"50649,85","109,29","0,0",12
326,"82127,48","0,0","0,0",N21
327,"72463,0","12,42","2204,96",14
328,"58849,49","59,5","0,0",14
329,"43419,99","119,86","0,0",12
330,"21862,0","89,99","0,0",12
331,"98228,0","0,0","4186,86",N21
332,"44584,41","70,34","0,0",12
333,"22627,17","17,98","0,0",12
334,"93106,53","0,0","0,0",N21
335,"53257,6","660,93","0,0",12
336,"60695,94","1040,42","0,0",14
337,"21862,0","806,59","0,0",12
338,"68435,09","492,59","0,0",N18
339,"44754,69","802,95","0,0",12
340,"51415,12","754,3","0,0",14
341,"22551,34","2770,32","0,0",12
342,"98228,0","0,0","6716,14",21
343,"66572,0","142,24","5258,2",12
344,"117424,0","270,83","5013,3",N25
345,"117424,01","0,0","3074,09",N25
346,"111169,46","0,0","0,0",N25
347,"84903,96","122,46","0,0",N18
348,"107367,0","0,0","5097,58",23
349,"175861,23","0,0","0,0",M2
350,"137728,0","0,0","0,0",M2
351,"95577,75","2181,56","0,0",N21
352,"64060,98","886,16","0,0",14
353,"31656,16","0,0","0,0",12
354,"68435,09","871,21","0,0",N18
355,"41943,63","260,08","0,0",12
356,"24047,66","295,69","0,0",12
357,"51349,4","354,42","0,0",14
358,"22551,34","16,59","0,0",12
359,"48101,02","3281,38","0,0",14
360,"62607,63","148,05","0,0",14
361,"68260,83","0,0","0,0",N18
362,"46144,88","904,16","0,0",12
363,"23340,64","685,65","0,0",12
364,"23340,64","81,55","0,0",12
365,"21862,0","192,0","0,0",12
366,"87284,65","0,0","0,0",N21
367,"66572,0","4004,92","4371,03",12
368,"68742,08","13360,02","0,0",N17
369,"52641,6","1420,26","0,0",12
370,"58790,6","5558,23","0,0",13
371,"55943,36","4371,05","0,0",12
372,"52429,54","335,88","0,0",12
373,"46468,63","2350,89","0,0",12
374,"48095,03","555,46","0,0",12
375,"69442,0","851,47","173,61",13
376,"82436,0","6822,92","0,0",N17
377,"69442,0","1863,09","1128,53",13
378,"69442,0","2172,14","260,43",13
379,"93986,0","2335,54","0,0",N20
380,"69442,0","2070,94","3276,22",13
381,"69442,0","300,7","5490,06",13
382,"62226,2","1401,61","0,0",13
383,"57221,27","2271,67","0,0",13
384,"47882,64","1111,78","0,0",12
385,"51509,98","1895,7","0,0",13
386,"49230,0","684,2","0,0",12
387,"45974,72","457,36","0,0",12
388,"62820,33","1219,22","0,0",14
389,"59457,09","2349,19","0,0",14
390,"41943,63","267,73","0,0",12
391,"24779,56","999,65","0,0",12
392,"21862,0","77,27","0,0",12
393,"88161,3","211,09","0,0",N21
394,"77645,66","0,0","0,0",N18
395,"27969,16","37,81","0,0",12
396,"72463,0","475,6","0,0",14
397,"45974,72","1303,13","0,0",12
398,"63215,24","1586,18","0,0",14
399,"21862,0","43,28","0,0",12
400,"72463,0","1351,22","5733,78",14
401,"94713,3","656,47","0,0",N21
402,"53257,6","126,72","1276,43",12
403,"53257,6","448,45","0,0",12
404,"62607,63","1674,66","0,0",14
405,"64734,01","458,52","0,0",N18
406,"19695,5","168,48","0,0",12
407,"98228,0","908,86","0,0",N21
408,"53257,6","280,57","0,0",12
409,"86103,0","0,0","3665,62",N18
410,"45974,73","21,95","0,0",12
411,"26326,13","149,05","0,0",12
412,"42494,21","0,0","0,0",12
413,"62607,63","2424,98","0,0",14
414,"60695,97","2764,86","0,0",14
415,"23340,64","129,51","0,0",12
416,"144631,86","0,0","0,0",M3
417,"157272,3","0,0","0,0",M2
418,"111843,34","22653,38","0,0",M3
419,"106208,89","0,0","0,0",M3
420,"98228,0","0,0","7816,14",21
421,"98228,0","0,0","4658,57",21
422,"98228,0","698,49","2143,23",21
423,"93995,28","572,17","0,0",21
424,"71238,34","2971,91","0,0",21
425,"87936,5","0,0","0,0",M2
426,"63733,0","1363,23","0,0",21
427,"97333,0","1782,71","0,0",21
428,"65833,0","221,76","0,0",21
429,"19252,5","0,0","0,0",N5
430,"72463,0","2123,92","1177,6",14
431,"93321,88","188,58","0,0",N21
432,"45974,72","228,05","0,0",12
433,"21862,0","1,59","0,0",12
434,"58860,98","1167,19","0,0",14
435,"23234,45","115,61","0,0",12
436,"23340,64","145,03","0,0",12
437,"21862,0","107,54","0,0",12
438,"75621,0","15190,42","3572,79",15
439,"70643,76","5864,53","0,0",15
440,"61240,0","3866,6","2881,5",10
441,"86103,0","0,0","3665,64",N18
442,"74404,58","414,75","0,0",N16
443,"78611,25","0,0","0,0",16
444,"98228,0","0,0","7017,18",21
445,"78947,0","0,0","1278,63",16
446,"176948,0","0,0","0,0",M1
447,"88514,88","1587,23","0,0",N21
448,"75008,0","0,0","0,0",N21
449,"107367,0","0,0","0,0",N23
450,"98228,0","4304,51","4658,57",21
451,"86103,0","496,76","0,0",N18
452,"82656,62","1520,03","0,0",N21
453,"107367,0","279,81","1744,73",N23
454,"134500,0","0,0","0,0",N28
455,"106349,62","1070,62","0,0",23
456,"64693,0","0,0","0,0",10
457,"64693,0","349,91","0,0",16
458,"60000,0","0,0","0,0",16
459,"70927,0","434,78","0,0",19
460,"97195,94","0,0","0,0",21
461,"78947,0","0,0","5626,5",16
462,"82656,62","0,0","0,0",21
463,"52427,38","0,0","0,0",12
464,"98228,0","194,93","7816,14",21
465,"78039,73","225,12","0,0",16
466,"78030,95","0,0","0,0",16
467,"73697,95","0,0","0,0",16
468,"62850,35","90,66","0,0",16
469,"62850,35","0,0","0,0",16
470,"59693,0","430,49","0,0",16
471,"55922,0","0,0","0,0",16
472,"60193,0","86,82","0,0",16
473,"50438,0","0,0","0,0",16
474,"107367,0","0,0","4580,14",N23
475,"193460,3","0,0","0,0",M1
476,"65874,31","0,0","0,0",N16
477,"258000,0","0,0","0,0",EX1
478,"157124,2","0,0","0,0",N32
479,"125000,0","0,0","0,0",N32
480,"64514,65","0,0","0,0",N15
481,"158802,0","0,0","0,0",N32
482,"158802,0","0,0","2580,63",N32
483,"103457,95","0,0","4283,93",N25
484,"78947,0","0,0","3357,62",N16
485,"71199,11","0,0","0,0",N16
486,"25210,5","0,0","0,0",N5
487,"74951,95","0,0","0,0",N16
488,"156196,36","0,0","0,0",N32
489,"175873,0","0,0","1191,06",M2
490,"144896,08","0,0","0,0",N32
491,"158802,0","0,0","6793,7",N32
492,"91193,0","0,0","0,0",N24
493,"104137,0","0,0","0,0",N27
494,"107367,0","817,36","0,0",N23
495,"153740,18","0,0","0,0",N32
496,"101896,38","0,0","0,0",N23
497,"142074,63","0,0","0,0",N32
498,"131799,89","0,0","0,0",N32
499,"128289,57","0,0","0,0",N32
500,"129156,17","0,0","0,0",N32
501,"175873,0","0,0","2637,61",M2
502,"106151,08","0,0","0,0",N23
503,"115000,0","0,0","0,0",N27
504,"101882,8","0,0","0,0",N23
505,"149618,28","431,6","0,0",N32
506,"140414,24","0,0","0,0",N32
507,"137555,98","0,0","0,0",N32
508,"153588,09","0,0","0,0",N32
509,"137768,64","0,0","0,0",N32
510,"126263,18","0,0","0,0",N32
511,"127980,69","0,0","0,0",N32
512,"128333,0","0,0","0,0",N32
513,"155000,0","0,0","0,0",N32
514,"140625,94","0,0","0,0",N32
515,"144209,65","0,0","0,0",N32
516,"147103,72","0,0","0,0",N32
517,"158704,92","0,0","0,0",N32
518,"126774,62","0,0","0,0",N32
519,"78947,0","0,0","0,0",N16
520,"78947,0","26,91","1282,97",N16
521,"69442,0","0,0","1128,53",N13
522,"76427,73","0,0","0,0",N16
523,"74055,88","521,0","0,0",N16
524,"61678,26","0,0","0,0",N13
525,"63063,52","0,0","0,0",N15
526,"140145,39","0,0","0,0",N32
527,"158802,0","0,0","2395,99",N32
528,"137891,88","0,0","0,0",N32
529,"132201,97","0,0","0,0",N32
530,"246162,47","0,0","0,0",
531,"87287,0","0,0","0,0",N23
532,"96730,15","0,0","0,0",M2
533,"82436,0","0,0","3507,12",N17
534,"80891,55","159,72","0,0",N17
535,"82436,0","140,84","0,0",N17
536,"134500,0","0,0","2185,69",N28
537,"85893,6","0,0","0,0",N23
538,"196059,0","0,0","0,0",M1
539,"125074,0","0,0","0,0",M3
540,"133859,65","0,0","0,0",N28
541,"125975,53","0,0","0,0",N28
542,"139684,0","0,0","0,0",M3
543,"117670,4","0,0","0,0",M3
544,"122842,0","0,0","0,0",N26
545,"133919,73","0,0","0,0",N28
546,"118438,0","0,0","0,0",N26
547,"87091,95","0,0","0,0",N28
548,"174876,51","0,0","0,0",M2
549,"96010,27","542,32","0,0",N23
550,"179259,9","0,0","0,0",M1
551,"80234,16","0,0","0,0",N18
552,"172026,63","0,0","0,0",M2
553,"99692,24","0,0","0,0",N25
554,"131114,68","0,0","0,0",N32
555,"96321,29","0,0","0,0",N25
556,"98495,88","0,0","0,0",N25
557,"101929,71","0,0","0,0",N25
558,"56597,94","118,33","0,0",N17
559,"90190,39","0,0","0,0",N23
560,"154559,65","0,0","0,0",N32
561,"72794,65","0,0","0,0",N28
562,"55000,0","0,0","0,0",N17
563,"66333,0","0,0","0,0",N18
564,"75520,13","0,0","0,0",N21
565,"76934,65","0,0","0,0",N21
566,"69333,0","202,37","0,0",N17
567,"78333,0","53,39","0,0",N17
568,"77080,5","0,0","0,0",N20
569,"88833,0","0,0","0,0",N26
570,"79333,0","0,0","0,0",N21
571,"76500,0","0,0","0,0",N26
572,"65000,0","0,0","0,0",N18
573,"76624,0","0,0","0,0",N20
574,"80008,0","0,0","0,0",N21
575,"115000,0","0,0","0,0",N26
576,"96069,73","0,0","0,0",N26
577,"211151,0","0,0","0,0",
578,"99846,61","0,0","0,0",N26
579,"149966,3","0,0","0,0",
580,"97634,66","0,0","0,0",N22
581,"82340,23","0,0","0,0",N22
582,"93494,66","0,0","0,0",N22
583,"67751,66","0,0","0,0",N18
584,"108675,0","0,0","0,0",N26
585,"66584,66","0,0","0,0",N16
586,"72091,81","0,0","0,0",N17
587,"78935,62","0,0","0,0",N18
588,"53492,94","0,0","0,0",N26
589,"32842,0","0,0","0,0",N26
590,"80371,22","0,0","0,0",N18
591,"72460,35","0,0","0,0",N22
592,"95000,0","0,0","0,0",N26
593,"89872,16","0,0","0,0",N22
594,"82109,66","0,0","0,0",N18
595,"161957,16","0,0","0,0",
596,"161957,16","0,0","0,0",
597,"161957,16","0,0","0,0",
598,"161957,16","0,0","0,0",
599,"161957,16","0,0","0,0",
600,"65000,0","0,0","0,0",N26
601,"86103,0","1784,33","0,0",N18
602,"59766,3","0,0","0,0",N16
603,"79333,0","0,0","0,0",N26
604,"87284,66","0,0","0,0",N26
605,"124333,0","0,0","0,0",
606,"71759,66","0,0","0,0",N22
607,"161957,16","0,0","0,0",
608,"76934,66","0,0","0,0",N18
609,"67275,0","0,0","0,0",N18
610,"129333,0","0,0","0,0",
611,"67550,62","0,0","0,0",N16
612,"80039,66","0,0","0,0",N18
613,"83000,0","0,0","0,0",N26
614,"60359,0","0,0","0,0",N26
615,"72794,66","0,0","0,0",N18
616,"74333,0","0,0","0,0",N26
617,"60000,0","0,0","0,0",N18
618,"60000,0","0,0","0,0",N16
619,"70000,0","0,0","0,0",N16
620,"65000,0","0,0","0,0",N16
621,"58000,0","0,0","0,0",N18
622,"193403,02","0,0","0,0",
623,"161957,16","0,0","0,0",
624,"149333,0","0,0","0,0",
625,"43642,33","0,0","0,0",N22
626,"153425,91","0,0","0,0",
627,"83511,24","0,0","0,0",N18
628,"134333,0","0,0","0,0",
629,"161957,16","0,0","0,0",
630,"67000,0","0,0","0,0",N18
631,"78000,0","0,0","0,0",N18
632,"124333,0","0,0","0,0",
633,"59075,24","0,0","0,0",N26
634,"116963,28","0,0","0,0",N26
635,"79637,86","0,0","0,0",N22
636,"94333,0","0,0","0,0",N26
637,"170000,0","0,0","0,0",
638,"153700,0","0,0","0,0",
639,"161957,16","0,0","0,0",
640,"161957,16","0,0","0,0",
641,"178152,88","0,0","0,0",
642,"81348,54","5459,0","0,0",21
643,"54639,7","315,24","0,0",9
644,"55421,3","11288,89","0,0",10
645,"52832,99","0,0","0,0",9
646,"51833,0","448,56","0,0",9
647,"80000,0","0,0","0,0",N23
648,"78947,0","0,0","3732,58",N16
649,"86103,0","57,09","2282,56",N18
650,"80423,98","203,0","0,0",N21
651,"103772,49","0,0","0,0",N25
652,"71371,28","205,89","0,0",N21
653,"91434,7","0,0","0,0",N23
654,"62000,0","0,0","0,0",N18
655,"180704,07","0,0","0,0",M1
656,"92990,07","0,0","0,0",N23
657,"65083,5","0,0","0,0",N28
658,"107140,1","0,0","0,0",N28
659,"43661,72","0,0","0,0",23
660,"180000,0","0,0","0,0",EX3
661,"40904,98","0,0","0,0",23
662,"116833,59","0,0","0,0",N28
663,"57293,91","0,0","0,0",N28
664,"60216,36","0,0","0,0",N28
665,"57402,64","0,0","0,0",N28
666,"117046,24","0,0","0,0",N28
667,"90342,04","0,0","0,0",N23
668,"58077,31","0,0","0,0",N28
669,"87323,44","0,0","0,0",23
670,"45095,19","0,0","0,0",23
671,"45095,19","0,0","0,0",N23
672,"84218,44","0,0","0,0",N23
673,"39521,72","0,0","0,0",23
674,"43737,55","0,0","0,0",N23
675,"97052,44","0,0","0,0",N25
676,"82109,65","0,0","0,0",N23
677,"82627,15","0,0","0,0",23
678,"87287,0","0,0","0,0",23
679,"108333,0","0,0","0,0",N28
680,"107333,0","0,0","0,0",N28
681,"67895,22","1235,41","0,0",16
682,"53455,0","0,0","0,0",N23
683,"43377,19","0,0","0,0",N23
684,"31500,47","45,44","0,0",13
685,"54550,65","2127,0","0,0",13
686,"101930,19","0,0","0,0",N25
687,"77833,0","0,0","0,0",N23
688,"39500,0","0,0","0,0",N23
689,"197000,0","0,0","0,0",EX3
690,"55419,11","798,85","0,0",9
691,"172000,0","0,0","0,0",EX3
692,"103981,28","0,0","0,0",N25
693,"100736,79","0,0","0,0",N25
694,"101333,0","0,0","0,0",N25
695,"89333,0","0,0","0,0",N25
696,"69442,0","15311,73","1359,09",13
697,"58751,0","38750,41","954,72",9
698,"61240,0","21533,24","995,15",10
699,"61240,0","0,0","750,77",10
700,"82436,0","20681,98","3507,12",N17
701,"56932,23","3123,34","0,0",9
702,"58751,0","9691,92","0,0",9
703,"60806,17","5316,69","0,0",10
704,"72621,4","12293,94","0,0",N17
705,"58705,16","9117,38","0,0",9
706,"75427,64","9354,75","0,0",N17
707,"57140,19","35502,68","0,0",10
708,"55178,59","36867,03","0,0",9
709,"57713,29","16609,53","0,0",10
710,"55421,31","17555,76","0,0",10
711,"50391,5","3839,1","0,0",10
712,"50604,15","716,89","0,0",10
713,"50604,15","3087,22","0,0",10
714,"47453,36","7329,11","0,0",9
715,"71097,05","0,0","0,0",N21
716,"63517,0","229,04","0,0",10
717,"65205,97","4032,65","0,0",16
718,"52833,0","25926,97","0,0",9
719,"45923,44","1658,6","0,0",10
720,"58751,0","297,44","0,0",9
721,"61240,0","6703,98","0,0",10
722,"58263,0","24993,1","0,0",10
723,"52333,0","31094,06","0,0",9
724,"99847,0","0,0","0,0",N25
725,"58751,0","9266,59","954,72",9
726,"78947,0","428,56","0,0",N16
727,"78947,0","341,61","0,0",N16
728,"61240,0","703,52","0,0",10
729,"112267,0","0,0","0,0",24
730,"61240,0","451,44","995,15",10
731,"61240,0","2851,58","0,0",10
732,"66987,54","0,0","2425,94",10
733,"68947,95","10904,37","0,0",N16
734,"61240,0","8135,5","0,0",10
735,"58751,0","13767,53","0,0",9
736,"57140,95","5759,6","0,0",10
737,"61240,0","16056,88","0,0",10
738,"113768,85","8139,12","0,0",N25
739,"39473,5","0,0","1678,81",N16
740,"39473,5","0,0","1708,9",N16
